Age,Location,Gender,Income
25,Suburban,Female,5176465
60,Urban,Male,141011
26,Urban,Female,7503240
64,Urban,Female,124281
50,Urban,Female,182159
50,Urban,Male,72040
36,Rural,Male,66700
20,Suburban,Male,70936
27,Suburban,Female,74236
57,Urban,Male,7850258
64,Urban,Male,119658
59,Urban,Male,68156
18,Urban,Male,67286
46,Urban,Male,72818
67,Urban,Female,65956
51,Suburban,Female,72910
68,Urban,Male,68708
30,Urban,Female,6979969
18,Urban,Female,75086
51,Urban,Male,72168
46,Urban,Female,68226
65,Urban,Female,72486
64,Urban,Female,2806722
30,Rural,Male,362963
65,Urban,Male,71438
66,Suburban,Male,69944
70,Urban,Male,8936771
46,Urban,Female,71590
56,Suburban,Male,102818
41,Urban,Female,75460
43,Urban,Male,1634492
34,Urban,Male,72896
24,Suburban,Male,110585
30,Urban,Male,70804
22,Urban,Male,67146
43,Urban,Male,71926
66,Urban,Female,325747
20,Suburban,Male,73820
24,Suburban,Male,67524
66,Urban,Female,7277662
56,Urban,Male,73636
70,Rural,Male,8238244
18,Urban,Female,69240
66,Suburban,Female,65444
34,Urban,Female,1730317
60,Urban,Male,74824
42,Suburban,Female,67552
20,Urban,Female,35860
32,Suburban,Male,70524
46,Urban,Female,259024
70,Urban,Female,4939549
60,Suburban,Female,89407
49,Urban,Male,68558
43,Suburban,Male,69012
33,Rural,Male,66452
42,Rural,Male,73824
45,Suburban,Female,174288
26,Urban,Female,73356
18,Urban,Female,2444231
46,Suburban,Female,183273
39,Urban,Female,44701
33,Urban,Female,74896
58,Urban,Male,124232
68,Urban,Male,73756
61,Rural,Female,171574
68,Urban,Male,2373106
58,Urban,Female,68950
24,Urban,Male,69916
31,Suburban,Male,66260
46,Rural,Male,292267
36,Urban,Male,66762
36,Suburban,Female,66598
19,Urban,Female,54962
58,Urban,Female,71032
62,Suburban,Male,1892269
32,Urban,Female,66406
20,Urban,Male,71356
28,Urban,Female,65372
70,Urban,Female,69244
63,Urban,Female,65996
47,Urban,Female,65068
57,Urban,Female,65332
35,Urban,Male,74100
68,Urban,Male,65204
65,Urban,Male,70438
19,Rural,Male,65544
49,Urban,Female,2577335
25,Rural,Male,9550359
39,Urban,Female,72234
23,Suburban,Male,2355128
29,Urban,Female,72364
64,Suburban,Male,65416
57,Urban,Male,73682
53,Urban,Male,64942
32,Urban,Female,439893
45,Urban,Female,70386
69,Suburban,Male,70540
66,Rural,Female,247236
62,Urban,Male,69074
35,Rural,Female,416844
19,Urban,Male,69962
30,Suburban,Female,74336
62,Rural,Female,233727
32,Urban,Male,303615
37,Urban,Female,1858335
46,Urban,Female,74306
59,Urban,Male,2812115
46,Suburban,Female,70626
20,Urban,Male,2397608
36,Rural,Male,2029283
20,Urban,Female,74204
31,Urban,Female,74860
57,Urban,Female,69394
21,Rural,Male,66004
69,Urban,Male,71008
28,Rural,Female,73686
48,Urban,Female,75136
60,Urban,Male,66458
49,Urban,Male,65534
44,Suburban,Male,75316
47,Urban,Male,72800
60,Urban,Female,51612
19,Urban,Male,6335682
66,Urban,Male,65632
26,Urban,Male,72454
45,Suburban,Male,2867390
48,Urban,Female,69456
51,Suburban,Male,65916
32,Urban,Male,69416
65,Urban,Male,70682
42,Urban,Female,169594
53,Urban,Female,67124
25,Suburban,Female,66942
26,Suburban,Male,9634966
54,Urban,Male,74136
65,Rural,Female,5413885
62,Urban,Female,6515676
56,Suburban,Male,6334239
49,Urban,Female,71654
69,Urban,Female,70046
34,Urban,Female,5546603
52,Urban,Male,69198
54,Rural,Female,73528
36,Urban,Male,74708
61,Urban,Male,426448
46,Urban,Female,71924
24,Urban,Male,71384
45,Urban,Female,67514
26,Urban,Female,113918
45,Urban,Male,72406
23,Urban,Female,68152
46,Urban,Female,1749175
34,Urban,Male,88871
33,Suburban,Female,74178
40,Suburban,Male,68088
48,Suburban,Female,66184
20,Rural,Male,71682
38,Suburban,Female,74480
43,Urban,Female,3457081
53,Urban,Female,9871131
59,Rural,Female,1432403
54,Urban,Female,4266825
70,Urban,Male,65934
39,Urban,Female,5051987
59,Rural,Male,71588
29,Suburban,Female,68446
59,Urban,Male,67030
30,Rural,Male,65284
28,Rural,Male,48001
33,Urban,Female,5301106
25,Suburban,Male,71504
57,Suburban,Female,146119
57,Urban,Male,1763246
62,Urban,Male,74358
19,Urban,Male,69532
47,Urban,Female,9584866
47,Rural,Male,490746
29,Urban,Female,178161
27,Urban,Male,72198
61,Rural,Female,41166
28,Rural,Male,67362
32,Urban,Male,329828
33,Rural,Male,1797520
34,Urban,Male,153459
43,Urban,Female,2018408
19,Suburban,Female,74578
67,Suburban,Male,1024564
29,Suburban,Male,129618
68,Urban,Male,3599848
43,Urban,Female,70536
40,Rural,Male,70122
35,Urban,Female,93558
49,Urban,Female,42056
66,Suburban,Female,71002
55,Urban,Female,70804
64,Urban,Female,69202
20,Urban,Male,75144
55,Suburban,Female,3352170
20,Rural,Male,472049
47,Urban,Male,72204
18,Urban,Female,67796
47,Urban,Female,450646
62,Suburban,Male,68658
49,Urban,Female,68666
45,Suburban,Female,68004
38,Urban,Male,70958
63,Urban,Female,69846
30,Suburban,Male,67880
44,Urban,Male,508199
53,Suburban,Female,65022
24,Urban,Male,2920269
39,Urban,Male,123353
27,Urban,Female,69076
56,Urban,Male,72882
70,Urban,Female,72054
32,Suburban,Male,72738
32,Urban,Female,7127584
21,Suburban,Male,65244
49,Urban,Male,66510
40,Urban,Male,74738
23,Urban,Female,71982
41,Suburban,Male,3998258
37,Urban,Female,534669
54,Urban,Male,58712
37,Urban,Male,72468
29,Urban,Female,70450
50,Urban,Female,116637
45,Urban,Female,68468
25,Urban,Male,331211
18,Urban,Male,69980
54,Suburban,Male,69428
39,Suburban,Male,922721
23,Urban,Male,1346784
38,Urban,Male,68906
49,Urban,Female,71542
52,Suburban,Female,71076
32,Urban,Male,68666
22,Urban,Male,73712
63,Rural,Male,289038
67,Rural,Male,60459
65,Suburban,Male,194901
23,Rural,Male,5369145
42,Suburban,Female,71870
63,Suburban,Female,66872
57,Urban,Male,72020
46,Rural,Female,72525
24,Suburban,Male,45629
57,Urban,Female,74246
30,Urban,Male,68608
55,Urban,Male,74454
35,Rural,Male,337651
19,Urban,Female,1461334
25,Urban,Male,74322
28,Urban,Female,67422
50,Rural,Female,73328
55,Urban,Male,45896
65,Urban,Female,36262
44,Urban,Female,74038
37,Urban,Male,71324
29,Urban,Male,1618129
60,Urban,Male,66274
48,Urban,Female,74800
44,Urban,Female,67468
49,Urban,Female,725997
27,Urban,Male,73020
20,Rural,Female,74416
62,Urban,Male,255219
44,Urban,Female,67996
52,Urban,Male,68002
48,Urban,Male,74706
32,Urban,Female,71922
33,Urban,Female,70386
30,Suburban,Female,60406
66,Urban,Male,3961969
52,Urban,Female,74626
69,Rural,Male,74400
28,Urban,Male,74634
38,Suburban,Female,2218208
68,Urban,Male,67076
28,Urban,Male,70830
47,Urban,Male,69636
65,Urban,Female,2075976
70,Rural,Male,72282
52,Urban,Female,71824
39,Urban,Male,803158
55,Urban,Male,70014
48,Urban,Female,6681548
31,Suburban,Male,96625
41,Urban,Female,41911
67,Suburban,Male,70874
66,Suburban,Male,421669
49,Urban,Female,70330
53,Urban,Male,70010
49,Urban,Female,70868
32,Urban,Male,69166
60,Urban,Male,88629
52,Rural,Male,2847531
20,Urban,Male,73566
33,Urban,Male,74758
22,Urban,Female,72224
38,Urban,Male,65108
27,Urban,Male,65558
36,Urban,Female,77748
42,Urban,Male,67742
21,Urban,Male,1692915
46,Urban,Male,3037290
36,Rural,Male,3246147
60,Urban,Female,67974
19,Suburban,Male,69242
27,Urban,Male,70856
60,Suburban,Male,537272
42,Urban,Female,572078
37,Suburban,Female,1625307
65,Suburban,Male,2843928
36,Suburban,Female,2262245
40,Suburban,Male,36683
41,Urban,Male,1008393
28,Urban,Male,71970
63,Urban,Male,75180
51,Urban,Male,71942
45,Urban,Male,72448
22,Urban,Male,66422
22,Urban,Female,67304
68,Urban,Male,38219
38,Urban,Male,68346
29,Urban,Female,103826
67,Urban,Female,2708993
21,Urban,Male,33536
66,Rural,Female,68022
59,Suburban,Male,67434
37,Urban,Female,67484
55,Urban,Male,71844
42,Urban,Male,222508
31,Urban,Male,3474757
28,Urban,Male,74912
49,Rural,Male,74472
28,Rural,Female,69938
35,Suburban,Male,5456271
44,Urban,Male,67224
35,Urban,Female,7386333
40,Urban,Male,69426
28,Urban,Male,6688433
38,Urban,Female,73314
61,Urban,Female,72800
22,Suburban,Male,67348
40,Suburban,Female,72898
58,Urban,Male,795379
42,Suburban,Female,71398
58,Urban,Female,611586
27,Urban,Female,68832
39,Urban,Female,65134
36,Urban,Female,934764
18,Urban,Male,2145723
24,Urban,Female,86658
21,Rural,Female,151391
18,Urban,Female,266956
32,Rural,Female,71196
57,Urban,Male,65004
29,Urban,Female,70442
39,Urban,Female,70314
39,Urban,Male,73620
67,Urban,Male,2926451
64,Urban,Male,2862614
34,Suburban,Male,4844569
46,Urban,Female,72920
63,Urban,Male,64918
31,Urban,Female,73710
67,Suburban,Female,74598
37,Urban,Female,68544
67,Urban,Female,69612
65,Urban,Female,68454
50,Urban,Male,69572
60,Rural,Female,180227
32,Urban,Female,73154
29,Suburban,Male,73792
57,Urban,Female,73268
37,Urban,Male,7189806
47,Rural,Female,48094
55,Urban,Male,74309
20,Suburban,Female,73594
45,Urban,Female,39291
43,Urban,Female,67160
47,Urban,Male,123629
30,Rural,Male,2185268
30,Suburban,Male,72028
19,Urban,Male,74458
54,Urban,Female,65950
66,Urban,Male,5920128
55,Urban,Male,107067
19,Urban,Male,6040818
53,Urban,Male,241777
43,Suburban,Male,74916
28,Suburban,Male,69088
25,Suburban,Female,66810
61,Rural,Female,3587833
57,Urban,Female,41984
60,Suburban,Male,3456277
39,Urban,Male,66152
37,Rural,Female,73320
25,Urban,Female,574787
46,Urban,Female,73616
57,Suburban,Female,71528
43,Rural,Male,172629
47,Suburban,Male,75278
34,Suburban,Female,122041
37,Urban,Male,67716
69,Suburban,Male,73552
33,Suburban,Male,75032
63,Suburban,Male,506332
60,Urban,Female,281485
24,Urban,Male,464028
33,Urban,Female,403544
62,Urban,Female,255499
64,Rural,Male,115316
65,Urban,Male,72838
44,Urban,Male,330510
70,Rural,Male,69418
40,Urban,Male,9556337
41,Urban,Female,68604
26,Urban,Female,715669
52,Urban,Male,67142
68,Urban,Male,66142
37,Suburban,Female,73214
54,Urban,Female,69294
59,Urban,Male,1863561
34,Urban,Male,67142
64,Urban,Female,9796430
48,Urban,Male,69122
25,Urban,Male,71302
32,Suburban,Female,72724
48,Urban,Male,91082
70,Urban,Male,83099
47,Urban,Male,74818
63,Urban,Female,5117358
37,Urban,Female,74604
56,Urban,Male,66700
70,Rural,Female,65608
29,Urban,Female,70700
66,Urban,Male,71664
34,Suburban,Male,67226
59,Urban,Female,488866
47,Urban,Female,772239
46,Urban,Male,317181
36,Rural,Male,73398
63,Rural,Male,1218490
28,Urban,Male,71004
51,Urban,Male,70814
67,Urban,Female,74754
24,Urban,Female,66780
61,Urban,Male,72842
51,Urban,Female,66568
37,Suburban,Female,72916
67,Urban,Male,68752
55,Urban,Female,45137
41,Suburban,Male,64912
27,Suburban,Male,73396
49,Urban,Female,386360
69,Rural,Female,73720
32,Urban,Female,55218
54,Urban,Male,69492
37,Urban,Female,67084
20,Urban,Female,49864
54,Urban,Male,145706
57,Urban,Female,1765806
25,Urban,Male,71210
57,Urban,Female,66048
61,Urban,Male,65258
40,Urban,Female,93250
57,Urban,Female,74616
28,Urban,Female,40819
63,Urban,Female,74868
25,Rural,Male,602731
46,Suburban,Female,73380
47,Urban,Female,66852
27,Urban,Male,2923594
56,Urban,Female,116758
45,Urban,Female,37135
66,Urban,Female,65212
53,Urban,Female,72534
30,Urban,Female,518670
49,Urban,Male,42664
53,Urban,Female,71834
54,Urban,Female,69170
43,Rural,Male,69530
39,Urban,Male,1096032
21,Urban,Female,71022
48,Urban,Female,67218
35,Urban,Female,69328
55,Urban,Male,73106
41,Urban,Male,74306
40,Urban,Female,152923
39,Suburban,Female,74250
19,Urban,Female,3516107
48,Urban,Male,75248
28,Rural,Male,67472
45,Urban,Male,70668
63,Urban,Female,74624
49,Urban,Male,74044
22,Urban,Male,2082031
55,Urban,Female,74260
27,Urban,Female,71188
57,Urban,Male,68620
63,Urban,Male,2719879
41,Urban,Female,70598
52,Suburban,Male,1080988
61,Suburban,Male,72810
65,Urban,Male,74314
40,Rural,Male,2443126
34,Urban,Female,1342174
18,Suburban,Male,5192151
48,Urban,Female,4294124
48,Suburban,Female,69544
59,Rural,Female,68326
59,Urban,Female,4182993
70,Urban,Female,69228
51,Suburban,Female,3667913
26,Urban,Male,73902
39,Urban,Male,70612
30,Urban,Male,75028
42,Urban,Female,243632
65,Urban,Male,74760
35,Urban,Female,1336091
68,Urban,Female,488816
29,Rural,Female,341511
57,Urban,Female,4379580
34,Urban,Male,75166
32,Urban,Male,74228
59,Suburban,Male,5002656
32,Urban,Male,67524
32,Suburban,Male,9371275
56,Urban,Female,68560
30,Urban,Male,69456
34,Urban,Male,67508
49,Urban,Male,73162
26,Suburban,Male,68728
57,Urban,Male,72484
37,Urban,Female,74626
43,Suburban,Female,67156
44,Urban,Female,74900
38,Urban,Female,69228
35,Rural,Female,69714
30,Urban,Female,74264
33,Suburban,Male,74782
26,Suburban,Female,651268
29,Urban,Female,50731
61,Urban,Male,152839
55,Urban,Male,72534
36,Urban,Male,66066
24,Suburban,Male,65030
52,Urban,Female,67466
65,Urban,Male,2431318
35,Urban,Male,1943437
33,Urban,Male,121714
56,Urban,Male,163008
21,Suburban,Male,73868
42,Urban,Male,113447
49,Suburban,Male,72068
57,Urban,Male,50358
30,Urban,Male,71644
62,Urban,Female,65446
34,Rural,Male,73100
66,Urban,Female,73750
54,Rural,Female,95286
23,Suburban,Male,175717
36,Suburban,Female,466266
30,Urban,Female,68634
43,Urban,Female,68546
31,Urban,Female,68852
48,Urban,Male,66522
21,Rural,Male,69386
56,Suburban,Female,66150
25,Suburban,Female,3695525
42,Urban,Female,3618350
30,Urban,Male,69476
49,Urban,Female,72748
55,Urban,Male,73194
55,Suburban,Male,67726
45,Suburban,Male,5296164
70,Urban,Male,71320
47,Urban,Male,70552
20,Urban,Female,67582
45,Urban,Male,762834
20,Urban,Female,71818
62,Urban,Female,72230
51,Urban,Male,66858
33,Suburban,Male,3200368
39,Urban,Male,71294
49,Suburban,Female,3326480
55,Urban,Female,72964
25,Rural,Male,8695764
25,Rural,Female,1483435
23,Urban,Female,90849
31,Urban,Male,74060
49,Urban,Male,72590
52,Urban,Female,70504
27,Urban,Male,71578
20,Urban,Female,156386
29,Suburban,Female,66454
66,Urban,Female,68698
48,Urban,Female,184258
46,Urban,Male,2505589
22,Rural,Female,68026
69,Urban,Male,73496
42,Urban,Male,374466
58,Rural,Male,199040
48,Urban,Male,143598
38,Urban,Female,68396
37,Urban,Female,2515227
56,Urban,Female,1382522
39,Urban,Female,71038
21,Suburban,Female,66088
30,Urban,Male,73508
62,Urban,Male,67562
59,Urban,Female,74072
67,Urban,Female,69984
66,Urban,Female,179805
37,Rural,Female,75110
69,Rural,Female,67470
30,Urban,Female,70932
34,Urban,Male,71204
53,Urban,Female,1793874
50,Rural,Female,210639
18,Urban,Female,71676
32,Urban,Male,72802
30,Suburban,Female,111186
34,Urban,Male,2824593
41,Urban,Male,272823
25,Urban,Female,71824
67,Urban,Male,65916
44,Suburban,Male,1496841
62,Urban,Female,65550
40,Urban,Female,36608
63,Urban,Female,72366
25,Suburban,Male,70068
25,Suburban,Male,66986
43,Urban,Male,69190
64,Urban,Female,67386
30,Urban,Male,72336
56,Urban,Male,483848
54,Urban,Male,130864
66,Urban,Female,70508
45,Rural,Female,73972
42,Urban,Male,167025
33,Urban,Female,212127
19,Suburban,Female,71746
35,Urban,Male,71436
34,Urban,Female,66012
47,Urban,Female,75138
56,Urban,Female,136696
30,Rural,Male,67160
49,Urban,Female,66694
67,Urban,Male,71180
46,Rural,Female,449161
63,Urban,Male,67068
47,Urban,Female,72820
35,Urban,Male,70214
30,Rural,Female,118276
60,Urban,Female,69518
38,Urban,Female,313482
47,Urban,Female,67778
38,Rural,Female,73492
65,Suburban,Male,74886
34,Urban,Female,67712
57,Suburban,Female,75030
36,Suburban,Female,231650
69,Urban,Male,71550
32,Urban,Male,73060
26,Urban,Female,645879
69,Urban,Female,70676
27,Suburban,Female,71384
61,Urban,Male,602475
48,Urban,Female,72118
70,Urban,Female,71018
40,Suburban,Female,1577116
69,Urban,Male,72618
47,Urban,Male,73574
50,Suburban,Male,75474
69,Suburban,Female,69546
26,Rural,Female,654668
64,Urban,Female,68824
18,Urban,Female,919873
61,Suburban,Male,72914
52,Urban,Female,68848
28,Urban,Male,74442
51,Urban,Male,72372
33,Suburban,Male,2656168
26,Urban,Male,75340
49,Urban,Female,67014
32,Urban,Male,73314
29,Urban,Male,75198
50,Rural,Male,170634
62,Urban,Female,65770
31,Urban,Female,6675817
25,Urban,Male,73954
25,Urban,Female,69578
44,Rural,Female,68198
29,Rural,Female,623983
18,Urban,Male,36863
60,Urban,Male,66220
57,Urban,Male,68380
59,Urban,Female,71370
68,Urban,Female,70766
28,Urban,Male,73844
56,Suburban,Male,5650280
60,Suburban,Female,976109
48,Urban,Male,74886
34,Suburban,Female,66872
50,Suburban,Female,134245
49,Urban,Female,72592
46,Rural,Female,71690
38,Suburban,Male,1289608
38,Urban,Female,71764
57,Rural,Male,68974
40,Urban,Male,75100
23,Urban,Female,70640
39,Urban,Female,184656
67,Suburban,Male,75068
55,Urban,Female,69728
54,Urban,Female,68994
62,Urban,Female,73482
68,Urban,Male,68750
25,Urban,Male,859847
58,Urban,Female,113128
66,Urban,Male,73904
52,Suburban,Male,67034
68,Urban,Male,65022
28,Suburban,Female,1128742
41,Urban,Male,8392232
66,Urban,Male,400782
38,Suburban,Male,69258
68,Urban,Male,9859518
19,Suburban,Female,65530
57,Urban,Female,199203
36,Urban,Male,73196
56,Urban,Female,607190
45,Urban,Male,535333
34,Urban,Female,1818118
23,Urban,Male,221671
36,Urban,Female,444850
55,Urban,Male,69884
45,Urban,Male,66604
19,Urban,Male,66826
55,Urban,Female,34300
54,Urban,Male,511804
68,Suburban,Male,67442
69,Urban,Female,68926
21,Urban,Male,71248
39,Urban,Male,67448
43,Urban,Male,445643
66,Urban,Female,69158
60,Urban,Female,7231774
53,Urban,Female,141678
30,Urban,Male,74736
69,Urban,Male,2308929
49,Urban,Female,532462
34,Urban,Female,72762
58,Urban,Male,67738
53,Urban,Male,74334
63,Urban,Male,65290
36,Urban,Female,137005
52,Urban,Male,65870
63,Urban,Male,112258
57,Suburban,Female,553336
45,Urban,Female,80926
18,Urban,Male,9519316
59,Urban,Male,65510
35,Urban,Male,66810
65,Urban,Male,75432
57,Urban,Female,2858188
50,Urban,Female,68116
29,Urban,Female,65958
25,Urban,Female,69968
41,Urban,Male,73856
33,Rural,Female,71000
67,Suburban,Male,2460040
21,Rural,Male,68306
55,Urban,Male,66846
61,Suburban,Female,69350
44,Suburban,Female,67746
26,Rural,Female,68488
64,Urban,Male,74922
33,Suburban,Male,133514
29,Urban,Male,33064
48,Urban,Female,75352
41,Urban,Male,69884
31,Rural,Female,3536633
62,Urban,Female,32959
42,Urban,Male,72284
51,Rural,Male,1426710
20,Urban,Male,1351762
41,Suburban,Female,68830
59,Suburban,Female,67620
26,Urban,Male,65180
43,Urban,Female,70788
37,Urban,Male,7574062
57,Rural,Male,73292
27,Suburban,Female,101621
36,Urban,Male,75108
20,Urban,Female,69060
41,Urban,Male,2962857
22,Suburban,Male,6402309
20,Urban,Male,4654904
44,Urban,Male,1463756
33,Suburban,Male,73648
66,Urban,Female,74774
32,Urban,Male,71176
52,Suburban,Male,79951
29,Urban,Female,74328
58,Urban,Female,68342
70,Urban,Female,1806559
61,Urban,Female,31707
43,Urban,Female,5542713
64,Suburban,Female,720433
51,Urban,Female,69316
40,Urban,Male,68404
48,Urban,Male,74700
67,Urban,Male,74576
37,Urban,Female,101660
29,Urban,Male,66382
40,Urban,Female,71272
21,Urban,Male,67088
40,Urban,Female,9101315
65,Suburban,Male,74028
65,Urban,Male,3224673
18,Urban,Female,71112
42,Urban,Male,1206506
19,Urban,Female,69780
47,Urban,Male,66056
20,Urban,Female,66208
38,Urban,Female,80326
42,Urban,Male,2477788
37,Urban,Male,64884
66,Urban,Female,3037489
69,Urban,Female,68294
39,Suburban,Male,380121
38,Urban,Male,65812
50,Urban,Male,2050967
69,Urban,Female,954934
55,Urban,Male,9244493
32,Rural,Male,378184
63,Suburban,Male,73452
69,Urban,Female,244883
32,Urban,Female,70396
63,Rural,Female,71640
42,Suburban,Female,71982
38,Urban,Male,392131
41,Urban,Male,197016
22,Urban,Male,72650
23,Suburban,Male,74742
66,Suburban,Male,5969013
60,Urban,Male,66188
65,Urban,Male,177897
61,Rural,Female,65928
64,Suburban,Male,2486141
40,Urban,Female,70984
21,Urban,Male,67826
44,Urban,Female,70966
35,Urban,Male,742524
38,Urban,Male,68180
45,Urban,Female,69986
52,Rural,Female,3677189
39,Suburban,Female,69406
57,Urban,Female,69366
40,Suburban,Male,75098
20,Urban,Female,9046532
57,Urban,Male,70942
67,Suburban,Female,1174544
27,Urban,Female,74026
42,Suburban,Female,71568
69,Urban,Female,7826256
66,Urban,Male,7433178
25,Urban,Male,3889504
28,Urban,Female,9504771
22,Urban,Female,72398
62,Rural,Male,2920112
70,Urban,Female,74306
54,Urban,Male,42974
62,Urban,Female,1436716
55,Suburban,Male,217756
46,Urban,Female,72004
22,Urban,Female,72600
26,Suburban,Male,65990
65,Rural,Female,68324
19,Suburban,Male,897952
18,Urban,Male,69468
57,Urban,Female,600666
68,Suburban,Female,74630
47,Rural,Male,1170281
28,Rural,Female,67838
45,Urban,Female,68388
61,Suburban,Female,41311
29,Urban,Male,6360811
56,Urban,Male,5822735
43,Urban,Male,66684
30,Rural,Male,1374653
25,Urban,Female,541941
45,Urban,Female,66966
47,Rural,Female,74994
26,Urban,Female,9215138
56,Urban,Male,1003005
48,Suburban,Male,2985996
38,Suburban,Female,68636
64,Urban,Female,60041
51,Rural,Female,8600918
48,Urban,Female,68302
69,Rural,Male,72378
42,Suburban,Female,71924
29,Urban,Male,72716
18,Suburban,Female,70968
39,Urban,Female,2611015
57,Urban,Female,193886
54,Rural,Female,71752
64,Urban,Male,65180
18,Urban,Male,927623
18,Urban,Male,71760
59,Urban,Female,2050800
59,Suburban,Female,1111309
38,Rural,Male,73038
32,Urban,Male,74530
34,Urban,Male,50964
39,Urban,Female,71494
55,Urban,Female,70198
52,Urban,Male,74742
62,Urban,Female,1011235
33,Urban,Male,73330
25,Urban,Female,63305
64,Rural,Male,65934
34,Suburban,Female,410202
34,Suburban,Male,71268
43,Urban,Female,420987
30,Suburban,Female,40239
34,Rural,Female,68400
55,Rural,Male,1490145
34,Urban,Male,74122
65,Urban,Female,323258
31,Urban,Male,70900
62,Urban,Male,63969
23,Rural,Male,74610
52,Urban,Female,2726029
63,Urban,Male,72500
31,Urban,Male,68326
64,Urban,Female,65120
25,Rural,Male,602178
32,Urban,Female,64920
44,Urban,Female,351401
30,Urban,Female,67732
66,Urban,Female,451050
48,Suburban,Male,68448
70,Suburban,Male,72222
52,Urban,Male,73784
23,Rural,Female,223583
22,Urban,Male,907568
39,Urban,Male,73618
66,Rural,Male,66472
40,Urban,Female,548084
42,Urban,Female,73010
51,Urban,Male,63902
43,Suburban,Male,2774288
64,Rural,Female,339607
22,Urban,Female,71860
43,Urban,Female,72218
37,Urban,Male,73872
23,Suburban,Male,73358
23,Urban,Female,2836325
67,Suburban,Male,207947
35,Suburban,Male,64685
21,Urban,Male,173408
34,Urban,Female,581868
31,Urban,Female,9121109
31,Urban,Female,789178
30,Urban,Female,73536
24,Urban,Male,486894
61,Urban,Male,70518
32,Urban,Male,293279
36,Suburban,Female,66358
60,Suburban,Female,67818
64,Rural,Female,33767
61,Urban,Female,69292
52,Urban,Female,67580
34,Urban,Female,1930425
52,Urban,Female,70700
36,Urban,Female,47686
37,Urban,Male,70880
53,Urban,Female,4164811
52,Urban,Female,74556
49,Urban,Male,68748
65,Urban,Female,367797
61,Urban,Female,5222454
57,Suburban,Female,2136327
41,Urban,Female,71764
34,Urban,Female,1844105
24,Urban,Male,71718
60,Urban,Female,69514
67,Suburban,Male,70328
18,Urban,Female,5641383
52,Suburban,Male,69334
49,Urban,Male,72438
53,Urban,Female,8430829
30,Rural,Male,569307
23,Suburban,Female,124822
31,Urban,Male,73766
54,Suburban,Male,122468
65,Urban,Male,68294
32,Urban,Female,65818
64,Urban,Male,73598
21,Rural,Male,4426165
57,Urban,Male,69550
33,Suburban,Male,3638478
45,Urban,Male,389807
33,Urban,Male,7970986
21,Suburban,Male,2971322
62,Urban,Female,9968165
43,Urban,Female,622558
45,Urban,Male,4232941
49,Suburban,Male,273356
62,Urban,Male,73020
19,Urban,Male,74840
48,Urban,Male,75038
20,Rural,Female,70620
25,Urban,Female,3550214
41,Suburban,Female,136842
32,Suburban,Female,212582
60,Urban,Male,74402
48,Urban,Male,75380
26,Urban,Female,69112
56,Urban,Male,69398
62,Urban,Female,68902
19,Suburban,Female,73754
25,Urban,Female,69020
24,Urban,Male,37249
61,Urban,Female,1472444
68,Urban,Female,74598
56,Urban,Female,1085439
59,Suburban,Female,1382157
33,Urban,Female,7144540
52,Urban,Female,73700
47,Suburban,Female,70620
27,Urban,Male,69444
55,Suburban,Female,68986
35,Urban,Male,66752
67,Suburban,Female,103210
22,Urban,Male,73002
70,Urban,Female,37467
46,Urban,Female,69434
56,Urban,Male,253020
51,Suburban,Female,930758
60,Urban,Male,1741119
62,Urban,Male,73800
40,Urban,Male,70980
22,Urban,Male,123744
47,Urban,Male,68998
23,Urban,Male,356733
63,Urban,Male,74586
61,Urban,Male,1956590
21,Rural,Male,76818
46,Urban,Female,89930
40,Urban,Male,65722
23,Urban,Male,142367
49,Suburban,Male,2303322
59,Urban,Female,9119419
35,Urban,Female,66714
32,Urban,Male,74048
57,Urban,Female,339329
49,Urban,Male,67312
26,Suburban,Male,70508
54,Urban,Male,69794
27,Urban,Female,66974
37,Suburban,Male,71452
23,Urban,Male,327505
65,Urban,Male,74622
20,Urban,Female,66648
59,Rural,Female,53057
28,Urban,Female,55506
60,Urban,Male,340617
34,Urban,Female,72928
49,Urban,Female,151535
21,Urban,Male,75232
21,Suburban,Female,68794
34,Urban,Male,6216985
58,Suburban,Male,72618
36,Urban,Female,65638
22,Rural,Female,66156
49,Rural,Male,71150
39,Urban,Female,3668164
23,Urban,Male,398620
52,Suburban,Male,70280
39,Urban,Male,72878
18,Urban,Female,71194
37,Rural,Male,2541303
39,Urban,Male,6984171
65,Urban,Female,75348
28,Suburban,Male,71868
30,Urban,Female,71312
59,Urban,Male,73986
20,Urban,Female,1434300
26,Urban,Male,46476
29,Rural,Female,6552817
40,Rural,Male,1103570
31,Urban,Female,71932
50,Suburban,Female,66012
35,Urban,Male,74862
66,Urban,Female,65530
58,Urban,Female,72794
26,Urban,Female,534015
40,Urban,Female,71550
27,Urban,Female,2659772
36,Urban,Male,70436
64,Urban,Female,190064
22,Rural,Male,3433502
64,Rural,Male,72608
69,Suburban,Male,6329045
40,Urban,Female,66532
47,Urban,Male,74676
42,Urban,Female,74762
45,Urban,Female,70848
51,Urban,Female,115024
62,Urban,Female,7211256
65,Urban,Female,5199910
64,Suburban,Female,74282
42,Urban,Male,1410141
27,Urban,Female,264298
31,Urban,Male,3226293
59,Urban,Female,718096
63,Urban,Male,65770
47,Urban,Female,70224
58,Suburban,Female,1160526
42,Urban,Male,561599
31,Urban,Female,74210
52,Urban,Male,73444
69,Urban,Female,70016
