"Age","Location","Gender","Income","Income_Category","EuclideanCluster","ManhattanCluster","CosineCluster"
44,"Urban","Female",71178,"$50,000 to $74,999",3,2,1
35,"Urban","Female",73834,"$50,000 to $74,999",3,2,2
67,"Rural","Male",67420,"$50,000 to $74,999",1,3,3
37,"Urban","Male",69096,"$50,000 to $74,999",3,1,4
69,"Urban","Male",67004,"$50,000 to $74,999",1,1,3
27,"Urban","Female",72382,"$50,000 to $74,999",3,2,2
58,"Urban","Female",74230,"$50,000 to $74,999",2,2,1
22,"Suburban","Female",74728,"$50,000 to $74,999",3,4,2
39,"Urban","Female",70720,"$50,000 to $74,999",3,2,2
51,"Urban","Male",67900,"$50,000 to $74,999",1,1,1
58,"Suburban","Male",65454,"$50,000 to $74,999",1,4,3
28,"Urban","Female",72784,"$50,000 to $74,999",3,2,2
68,"Rural","Female",66204,"$50,000 to $74,999",1,3,3
38,"Urban","Male",73250,"$50,000 to $74,999",3,1,4
52,"Urban","Female",73414,"$50,000 to $74,999",2,2,1
68,"Urban","Female",70276,"$50,000 to $74,999",2,2,1
36,"Urban","Male",65720,"$50,000 to $74,999",3,1,4
62,"Suburban","Male",72240,"$50,000 to $74,999",1,4,1
24,"Urban","Female",71986,"$50,000 to $74,999",3,2,2
64,"Urban","Male",69588,"$50,000 to $74,999",1,1,1
57,"Urban","Female",65744,"$50,000 to $74,999",2,2,1
38,"Suburban","Female",67606,"$50,000 to $74,999",3,4,2
31,"Urban","Female",67576,"$50,000 to $74,999",3,2,2
40,"Urban","Female",67046,"$50,000 to $74,999",3,2,2
59,"Urban","Male",74356,"$50,000 to $74,999",1,1,1
37,"Suburban","Female",69604,"$50,000 to $74,999",3,4,2
32,"Rural","Female",65856,"$50,000 to $74,999",3,3,2
67,"Suburban","Male",69046,"$50,000 to $74,999",1,4,3
69,"Urban","Male",66174,"$50,000 to $74,999",1,1,3
46,"Urban","Male",67944,"$50,000 to $74,999",1,1,4
58,"Urban","Male",65402,"$50,000 to $74,999",1,1,3
65,"Urban","Female",70678,"$50,000 to $74,999",2,2,1
36,"Urban","Male",73808,"$50,000 to $74,999",3,1,4
65,"Urban","Male",72298,"$50,000 to $74,999",1,1,1
56,"Urban","Male",71702,"$50,000 to $74,999",1,1,1
45,"Urban","Male",73438,"$50,000 to $74,999",1,1,4
44,"Urban","Male",70664,"$50,000 to $74,999",1,1,1
32,"Urban","Male",71992,"$50,000 to $74,999",1,1,4
52,"Urban","Male",73638,"$50,000 to $74,999",1,1,1
18,"Urban","Female",71054,"$50,000 to $74,999",3,2,2
64,"Suburban","Female",70742,"$50,000 to $74,999",2,4,3
44,"Urban","Female",73346,"$50,000 to $74,999",3,2,1
51,"Urban","Male",65108,"$50,000 to $74,999",1,1,3
46,"Urban","Male",70726,"$50,000 to $74,999",1,1,1
41,"Suburban","Female",66030,"$50,000 to $74,999",3,4,3
21,"Urban","Male",65526,"$50,000 to $74,999",3,1,4
20,"Urban","Male",72922,"$50,000 to $74,999",3,1,4
66,"Urban","Male",61966,"$50,000 to $74,999",4,1,3
70,"Rural","Female",71446,"$50,000 to $74,999",2,3,1
69,"Suburban","Female",74866,"$50,000 to $74,999",2,4,1
22,"Suburban","Female",73430,"$50,000 to $74,999",3,4,2
58,"Urban","Male",66996,"$50,000 to $74,999",1,1,3
23,"Urban","Male",69542,"$50,000 to $74,999",3,1,4
54,"Urban","Male",73532,"$50,000 to $74,999",1,1,1
55,"Urban","Male",67942,"$50,000 to $74,999",1,1,3
37,"Suburban","Male",73490,"$50,000 to $74,999",3,4,2
29,"Suburban","Female",66354,"$50,000 to $74,999",3,4,2
55,"Urban","Male",65366,"$50,000 to $74,999",1,1,3
68,"Urban","Male",65354,"$50,000 to $74,999",1,1,3
53,"Suburban","Male",73122,"$50,000 to $74,999",1,4,1
58,"Suburban","Female",72076,"$50,000 to $74,999",2,4,1
22,"Urban","Female",65422,"$50,000 to $74,999",3,2,2
40,"Urban","Male",74910,"$50,000 to $74,999",1,1,4
47,"Suburban","Female",72742,"$50,000 to $74,999",2,4,1
54,"Urban","Female",69104,"$50,000 to $74,999",3,2,1
44,"Urban","Male",68650,"$50,000 to $74,999",3,1,4
68,"Urban","Female",67464,"$50,000 to $74,999",2,2,1
31,"Suburban","Male",74332,"$50,000 to $74,999",3,4,2
64,"Urban","Male",73716,"$50,000 to $74,999",1,1,1
53,"Urban","Male",74026,"$50,000 to $74,999",1,1,1
38,"Urban","Female",69580,"$50,000 to $74,999",3,2,2
25,"Urban","Female",73036,"$50,000 to $74,999",3,2,2
66,"Urban","Male",73498,"$50,000 to $74,999",1,1,1
48,"Urban","Male",72038,"$50,000 to $74,999",1,1,4
59,"Urban","Male",67860,"$50,000 to $74,999",1,1,3
27,"Suburban","Male",73212,"$50,000 to $74,999",3,4,2
49,"Urban","Female",74142,"$50,000 to $74,999",2,2,1
26,"Urban","Female",70680,"$50,000 to $74,999",3,2,2
34,"Suburban","Male",56801,"$50,000 to $74,999",4,2,3
28,"Suburban","Male",73252,"$50,000 to $74,999",3,4,2
27,"Urban","Female",66498,"$50,000 to $74,999",3,2,2
39,"Suburban","Male",60714,"$50,000 to $74,999",4,2,3
34,"Urban","Male",66144,"$50,000 to $74,999",3,1,4
21,"Urban","Female",57311,"$50,000 to $74,999",4,2,3
65,"Rural","Male",73986,"$50,000 to $74,999",1,3,1
69,"Urban","Male",50710,"$50,000 to $74,999",4,2,3
64,"Urban","Female",74772,"$50,000 to $74,999",2,2,1
42,"Urban","Female",65142,"$50,000 to $74,999",3,2,2
54,"Urban","Female",64912,"$50,000 to $74,999",2,2,1
66,"Suburban","Female",67274,"$50,000 to $74,999",2,4,3
18,"Urban","Female",74249,"$50,000 to $74,999",3,2,2
68,"Urban","Male",68404,"$50,000 to $74,999",1,1,1
53,"Suburban","Male",74100,"$50,000 to $74,999",1,4,1
58,"Rural","Male",72274,"$50,000 to $74,999",1,3,1
57,"Urban","Female",65786,"$50,000 to $74,999",2,2,1
49,"Urban","Male",72068,"$50,000 to $74,999",1,1,1
56,"Suburban","Female",71902,"$50,000 to $74,999",2,4,1
23,"Suburban","Male",71530,"$50,000 to $74,999",3,4,2
18,"Urban","Male",71614,"$50,000 to $74,999",3,1,4
40,"Suburban","Female",68654,"$50,000 to $74,999",3,4,2
34,"Urban","Female",68616,"$50,000 to $74,999",3,2,2
58,"Urban","Female",74612,"$50,000 to $74,999",2,2,1
26,"Urban","Male",52703,"$50,000 to $74,999",4,2,3
70,"Rural","Male",69980,"$50,000 to $74,999",1,3,3
20,"Urban","Female",71866,"$50,000 to $74,999",3,2,2
34,"Urban","Male",70366,"$50,000 to $74,999",1,1,4
29,"Urban","Male",68704,"$50,000 to $74,999",3,1,4
65,"Urban","Female",71122,"$50,000 to $74,999",2,2,1
62,"Urban","Male",69352,"$50,000 to $74,999",1,1,1
18,"Rural","Female",65718,"$50,000 to $74,999",3,3,2
34,"Urban","Male",71908,"$50,000 to $74,999",1,1,4
43,"Urban","Male",67970,"$50,000 to $74,999",3,1,4
32,"Urban","Female",65636,"$50,000 to $74,999",3,2,2
49,"Suburban","Female",69582,"$50,000 to $74,999",2,4,2
49,"Urban","Female",73068,"$50,000 to $74,999",2,2,1
21,"Urban","Female",71658,"$50,000 to $74,999",3,2,2
35,"Rural","Male",71956,"$50,000 to $74,999",3,3,2
66,"Urban","Female",68978,"$50,000 to $74,999",2,2,1
69,"Urban","Female",69228,"$50,000 to $74,999",2,2,1
31,"Urban","Female",70042,"$50,000 to $74,999",3,2,2
31,"Urban","Female",72819,"$50,000 to $74,999",3,2,2
51,"Urban","Female",65874,"$50,000 to $74,999",2,2,1
41,"Rural","Female",73102,"$50,000 to $74,999",2,3,2
46,"Urban","Male",69742,"$50,000 to $74,999",1,1,1
36,"Urban","Male",51520,"$50,000 to $74,999",4,2,3
18,"Urban","Female",69836,"$50,000 to $74,999",3,2,2
44,"Urban","Female",74778,"$50,000 to $74,999",3,2,1
23,"Urban","Female",69878,"$50,000 to $74,999",3,2,2
30,"Suburban","Male",69308,"$50,000 to $74,999",3,4,2
65,"Urban","Male",66010,"$50,000 to $74,999",1,1,3
52,"Rural","Female",69830,"$50,000 to $74,999",1,3,2
29,"Urban","Male",65176,"$50,000 to $74,999",3,1,4
27,"Urban","Female",72510,"$50,000 to $74,999",3,2,2
21,"Suburban","Female",74686,"$50,000 to $74,999",3,4,2
54,"Urban","Female",71954,"$50,000 to $74,999",2,2,1
20,"Urban","Male",70886,"$50,000 to $74,999",3,1,4
67,"Urban","Female",68218,"$50,000 to $74,999",2,2,1
33,"Urban","Male",74266,"$50,000 to $74,999",3,1,4
36,"Urban","Female",69790,"$50,000 to $74,999",3,2,2
35,"Urban","Female",65334,"$50,000 to $74,999",3,2,2
33,"Urban","Female",74056,"$50,000 to $74,999",3,2,2
25,"Urban","Female",74460,"$50,000 to $74,999",3,2,2
28,"Suburban","Male",73404,"$50,000 to $74,999",3,4,2
22,"Suburban","Male",67288,"$50,000 to $74,999",3,4,2
23,"Urban","Female",67842,"$50,000 to $74,999",3,2,2
50,"Urban","Female",67022,"$50,000 to $74,999",3,2,1
22,"Urban","Male",73082,"$50,000 to $74,999",3,1,4
45,"Urban","Female",64892,"$50,000 to $74,999",3,2,2
22,"Rural","Male",65939,"$50,000 to $74,999",3,3,2
67,"Urban","Female",69520,"$50,000 to $74,999",2,2,1
65,"Urban","Female",71126,"$50,000 to $74,999",2,2,1
58,"Rural","Male",73296,"$50,000 to $74,999",1,3,1
36,"Urban","Female",68070,"$50,000 to $74,999",3,2,2
39,"Suburban","Female",72298,"$50,000 to $74,999",3,4,2
22,"Urban","Male",67118,"$50,000 to $74,999",3,1,4
19,"Suburban","Female",73452,"$50,000 to $74,999",3,4,2
47,"Urban","Female",71778,"$50,000 to $74,999",2,2,1
21,"Suburban","Male",67172,"$50,000 to $74,999",3,4,2
50,"Urban","Male",67912,"$50,000 to $74,999",1,1,1
30,"Urban","Male",65554,"$50,000 to $74,999",3,1,4
24,"Urban","Male",66254,"$50,000 to $74,999",3,1,4
40,"Urban","Male",69732,"$50,000 to $74,999",1,1,4
40,"Urban","Female",67234,"$50,000 to $74,999",3,2,2
46,"Urban","Male",70050,"$50,000 to $74,999",1,1,1
58,"Urban","Male",73492,"$50,000 to $74,999",1,1,1
25,"Urban","Female",73526,"$50,000 to $74,999",3,2,2
43,"Urban","Female",68634,"$50,000 to $74,999",3,2,1
27,"Urban","Male",72606,"$50,000 to $74,999",3,1,4
23,"Urban","Female",68322,"$50,000 to $74,999",3,2,2
22,"Urban","Female",72262,"$50,000 to $74,999",3,2,2
35,"Rural","Male",66762,"$50,000 to $74,999",3,3,2
37,"Urban","Female",74950,"$50,000 to $74,999",3,2,1
58,"Suburban","Male",66226,"$50,000 to $74,999",1,4,3
66,"Suburban","Male",52840,"$50,000 to $74,999",4,2,3
44,"Urban","Female",71422,"$50,000 to $74,999",3,2,1
29,"Urban","Female",72738,"$50,000 to $74,999",3,2,2
24,"Urban","Male",71754,"$50,000 to $74,999",3,1,4
20,"Urban","Female",66558,"$50,000 to $74,999",3,2,2
42,"Urban","Female",66828,"$50,000 to $74,999",3,2,2
33,"Urban","Female",70022,"$50,000 to $74,999",3,2,2
19,"Suburban","Female",66642,"$50,000 to $74,999",3,4,2
39,"Suburban","Male",69298,"$50,000 to $74,999",3,4,2
43,"Suburban","Male",70626,"$50,000 to $74,999",1,4,1
60,"Urban","Female",69310,"$50,000 to $74,999",2,2,1
56,"Urban","Female",71000,"$50,000 to $74,999",2,2,1
44,"Urban","Female",73594,"$50,000 to $74,999",3,2,1
46,"Urban","Female",71478,"$50,000 to $74,999",3,2,1
64,"Urban","Male",67170,"$50,000 to $74,999",1,1,3
55,"Urban","Male",66126,"$50,000 to $74,999",1,1,3
44,"Urban","Female",69820,"$50,000 to $74,999",3,2,1
61,"Suburban","Female",70084,"$50,000 to $74,999",2,4,3
37,"Urban","Male",71456,"$50,000 to $74,999",1,1,4
52,"Rural","Male",71296,"$50,000 to $74,999",1,3,1
64,"Suburban","Male",74762,"$50,000 to $74,999",1,4,1
70,"Urban","Female",69450,"$50,000 to $74,999",2,2,1
39,"Urban","Female",69844,"$50,000 to $74,999",3,2,2
20,"Urban","Male",71074,"$50,000 to $74,999",3,1,4
23,"Urban","Male",65920,"$50,000 to $74,999",3,1,4
26,"Urban","Female",73746,"$50,000 to $74,999",3,2,2
49,"Urban","Male",72568,"$50,000 to $74,999",1,1,1
65,"Urban","Female",73598,"$50,000 to $74,999",2,2,1
23,"Urban","Female",70756,"$50,000 to $74,999",3,2,2
58,"Urban","Female",67896,"$50,000 to $74,999",2,2,1
53,"Urban","Male",65226,"$50,000 to $74,999",1,1,3
19,"Urban","Male",74558,"$50,000 to $74,999",3,1,4
18,"Urban","Male",74352,"$50,000 to $74,999",3,1,4
43,"Urban","Female",66164,"$50,000 to $74,999",3,2,1
42,"Rural","Female",73394,"$50,000 to $74,999",2,3,2
27,"Urban","Female",74626,"$50,000 to $74,999",3,2,2
70,"Urban","Female",67260,"$50,000 to $74,999",2,2,1
32,"Suburban","Male",69422,"$50,000 to $74,999",3,4,2
65,"Urban","Female",70724,"$50,000 to $74,999",2,2,1
38,"Rural","Male",66488,"$50,000 to $74,999",3,3,2
39,"Suburban","Male",67140,"$50,000 to $74,999",1,4,2
53,"Urban","Female",67866,"$50,000 to $74,999",3,2,1
42,"Urban","Male",66880,"$50,000 to $74,999",3,1,4
18,"Urban","Female",72024,"$50,000 to $74,999",3,2,2
66,"Suburban","Male",66676,"$50,000 to $74,999",1,4,3
21,"Urban","Male",73708,"$50,000 to $74,999",3,1,4
24,"Suburban","Male",66170,"$50,000 to $74,999",3,4,2
66,"Urban","Male",70576,"$50,000 to $74,999",1,1,1
26,"Suburban","Female",73254,"$50,000 to $74,999",3,4,2
18,"Rural","Female",68878,"$50,000 to $74,999",3,3,2
53,"Urban","Male",72132,"$50,000 to $74,999",1,1,1
26,"Urban","Female",54316,"$50,000 to $74,999",4,2,3
62,"Urban","Male",68036,"$50,000 to $74,999",1,1,3
59,"Urban","Female",73928,"$50,000 to $74,999",2,2,1
55,"Urban","Female",67488,"$50,000 to $74,999",2,2,1
34,"Suburban","Female",68646,"$50,000 to $74,999",3,4,2
27,"Urban","Male",65750,"$50,000 to $74,999",3,1,4
67,"Urban","Male",72116,"$50,000 to $74,999",1,1,1
44,"Urban","Male",66480,"$50,000 to $74,999",3,1,4
52,"Urban","Female",73360,"$50,000 to $74,999",2,2,1
69,"Urban","Male",65748,"$50,000 to $74,999",1,1,3
42,"Urban","Male",69694,"$50,000 to $74,999",1,1,4
45,"Suburban","Female",71612,"$50,000 to $74,999",3,4,2
64,"Urban","Male",68440,"$50,000 to $74,999",1,1,1
26,"Urban","Female",68838,"$50,000 to $74,999",3,2,2
44,"Urban","Male",73270,"$50,000 to $74,999",1,1,4
34,"Suburban","Female",71282,"$50,000 to $74,999",3,4,2
58,"Urban","Female",71920,"$50,000 to $74,999",2,2,1
67,"Urban","Male",60110,"$50,000 to $74,999",4,1,3
62,"Urban","Male",68350,"$50,000 to $74,999",1,1,1
57,"Urban","Female",73816,"$50,000 to $74,999",2,2,1
66,"Urban","Female",71168,"$50,000 to $74,999",2,2,1
64,"Urban","Male",69060,"$50,000 to $74,999",1,1,1
49,"Urban","Male",73890,"$50,000 to $74,999",1,1,1
69,"Urban","Female",63809,"$50,000 to $74,999",2,2,1
63,"Rural","Female",65850,"$50,000 to $74,999",1,3,3
60,"Rural","Female",66766,"$50,000 to $74,999",1,3,3
65,"Urban","Male",65208,"$50,000 to $74,999",1,1,3
51,"Urban","Female",54121,"$50,000 to $74,999",4,2,3
28,"Urban","Male",70728,"$50,000 to $74,999",3,1,4
67,"Urban","Male",70044,"$50,000 to $74,999",1,1,1
28,"Urban","Female",72716,"$50,000 to $74,999",3,2,2
33,"Suburban","Female",67942,"$50,000 to $74,999",3,4,2
47,"Urban","Female",70168,"$50,000 to $74,999",3,2,1
27,"Urban","Female",71308,"$50,000 to $74,999",3,2,2
35,"Suburban","Female",70164,"$50,000 to $74,999",3,4,2
55,"Urban","Male",73992,"$50,000 to $74,999",1,1,1
55,"Urban","Female",71248,"$50,000 to $74,999",2,2,1
44,"Rural","Male",66396,"$50,000 to $74,999",1,3,3
59,"Urban","Male",70542,"$50,000 to $74,999",1,1,1
34,"Urban","Male",67542,"$50,000 to $74,999",3,1,4
26,"Suburban","Female",72344,"$50,000 to $74,999",3,4,2
42,"Suburban","Female",72588,"$50,000 to $74,999",3,4,2
45,"Urban","Male",69124,"$50,000 to $74,999",3,1,4
50,"Urban","Female",69738,"$50,000 to $74,999",3,2,1
54,"Suburban","Female",66016,"$50,000 to $74,999",3,4,3
35,"Urban","Male",66952,"$50,000 to $74,999",3,1,4
60,"Urban","Male",72640,"$50,000 to $74,999",1,1,1
53,"Urban","Female",65236,"$50,000 to $74,999",2,2,1
67,"Urban","Male",74972,"$50,000 to $74,999",1,1,1
60,"Urban","Male",74754,"$50,000 to $74,999",1,1,1
32,"Suburban","Male",72348,"$50,000 to $74,999",3,4,2
51,"Suburban","Female",69702,"$50,000 to $74,999",2,4,3
24,"Urban","Female",71896,"$50,000 to $74,999",3,2,2
60,"Rural","Female",68312,"$50,000 to $74,999",1,3,3
41,"Urban","Female",74842,"$50,000 to $74,999",3,2,1
21,"Urban","Male",69636,"$50,000 to $74,999",3,1,4
18,"Suburban","Male",71103,"$50,000 to $74,999",3,4,2
55,"Urban","Female",72396,"$50,000 to $74,999",2,2,1
18,"Urban","Female",67142,"$50,000 to $74,999",3,2,2
55,"Urban","Male",65582,"$50,000 to $74,999",1,1,3
38,"Urban","Male",73682,"$50,000 to $74,999",3,1,4
46,"Urban","Female",65198,"$50,000 to $74,999",3,2,1
22,"Rural","Male",72298,"$50,000 to $74,999",3,3,2
27,"Urban","Female",54646,"$50,000 to $74,999",4,2,3
38,"Urban","Female",69780,"$50,000 to $74,999",3,2,2
67,"Urban","Female",69884,"$50,000 to $74,999",2,2,1
24,"Urban","Male",66448,"$50,000 to $74,999",3,1,4
20,"Urban","Female",67198,"$50,000 to $74,999",3,2,2
37,"Urban","Male",67334,"$50,000 to $74,999",3,1,4
40,"Suburban","Female",70098,"$50,000 to $74,999",3,4,2
69,"Suburban","Male",68934,"$50,000 to $74,999",1,4,3
41,"Suburban","Male",67818,"$50,000 to $74,999",1,4,2
62,"Urban","Male",69498,"$50,000 to $74,999",1,1,1
49,"Urban","Male",65162,"$50,000 to $74,999",1,1,4
22,"Suburban","Male",68842,"$50,000 to $74,999",3,4,2
63,"Urban","Female",72452,"$50,000 to $74,999",2,2,1
59,"Urban","Male",70048,"$50,000 to $74,999",1,1,1
66,"Urban","Male",70444,"$50,000 to $74,999",1,1,1
59,"Urban","Female",72050,"$50,000 to $74,999",2,2,1
56,"Urban","Female",66048,"$50,000 to $74,999",2,2,1
33,"Urban","Female",50625,"$50,000 to $74,999",4,2,3
66,"Urban","Female",74880,"$50,000 to $74,999",2,2,1
38,"Urban","Male",73878,"$50,000 to $74,999",3,1,4
26,"Urban","Female",66054,"$50,000 to $74,999",3,2,2
62,"Suburban","Male",69742,"$50,000 to $74,999",1,4,3
52,"Suburban","Male",68992,"$50,000 to $74,999",1,4,3
34,"Suburban","Male",70618,"$50,000 to $74,999",3,4,2
29,"Urban","Female",65348,"$50,000 to $74,999",3,2,2
40,"Suburban","Male",71924,"$50,000 to $74,999",3,4,2
47,"Urban","Male",71632,"$50,000 to $74,999",1,1,4
26,"Urban","Female",66858,"$50,000 to $74,999",3,2,2
46,"Urban","Male",66778,"$50,000 to $74,999",1,1,4
64,"Suburban","Male",70762,"$50,000 to $74,999",1,4,3
54,"Suburban","Male",72184,"$50,000 to $74,999",1,4,1
63,"Urban","Female",72374,"$50,000 to $74,999",2,2,1
69,"Urban","Male",66970,"$50,000 to $74,999",1,1,3
40,"Urban","Female",70490,"$50,000 to $74,999",3,2,2
62,"Urban","Female",67354,"$50,000 to $74,999",2,2,1
57,"Rural","Female",72986,"$50,000 to $74,999",2,3,1
19,"Urban","Female",72228,"$50,000 to $74,999",3,2,2
47,"Urban","Female",66714,"$50,000 to $74,999",3,2,1
39,"Urban","Male",70072,"$50,000 to $74,999",1,1,4
50,"Suburban","Female",72754,"$50,000 to $74,999",2,4,1
34,"Urban","Male",65078,"$50,000 to $74,999",3,1,4
49,"Urban","Female",69448,"$50,000 to $74,999",3,2,1
68,"Urban","Female",72606,"$50,000 to $74,999",2,2,1
31,"Urban","Male",72840,"$50,000 to $74,999",3,1,4
64,"Urban","Female",71922,"$50,000 to $74,999",2,2,1
26,"Suburban","Female",71156,"$50,000 to $74,999",3,4,2
45,"Suburban","Male",65372,"$50,000 to $74,999",1,4,3
56,"Urban","Female",53704,"$50,000 to $74,999",4,2,3
32,"Suburban","Female",72690,"$50,000 to $74,999",3,4,2
45,"Rural","Male",72304,"$50,000 to $74,999",1,3,1
50,"Urban","Male",72040,"$50,000 to $74,999",1,1,1
36,"Rural","Male",66700,"$50,000 to $74,999",3,3,2
20,"Suburban","Male",70936,"$50,000 to $74,999",3,4,2
27,"Suburban","Female",74236,"$50,000 to $74,999",3,4,2
59,"Urban","Male",68156,"$50,000 to $74,999",1,1,1
18,"Urban","Male",67286,"$50,000 to $74,999",3,1,4
46,"Urban","Male",72818,"$50,000 to $74,999",1,1,4
67,"Urban","Female",65956,"$50,000 to $74,999",2,2,1
51,"Suburban","Female",72910,"$50,000 to $74,999",2,4,1
68,"Urban","Male",68708,"$50,000 to $74,999",1,1,1
51,"Urban","Male",72168,"$50,000 to $74,999",1,1,1
46,"Urban","Female",68226,"$50,000 to $74,999",3,2,1
65,"Urban","Female",72486,"$50,000 to $74,999",2,2,1
65,"Urban","Male",71438,"$50,000 to $74,999",1,1,1
66,"Suburban","Male",69944,"$50,000 to $74,999",1,4,3
46,"Urban","Female",71590,"$50,000 to $74,999",3,2,1
34,"Urban","Male",72896,"$50,000 to $74,999",3,1,4
30,"Urban","Male",70804,"$50,000 to $74,999",3,1,4
22,"Urban","Male",67146,"$50,000 to $74,999",3,1,4
43,"Urban","Male",71926,"$50,000 to $74,999",1,1,4
20,"Suburban","Male",73820,"$50,000 to $74,999",3,4,2
24,"Suburban","Male",67524,"$50,000 to $74,999",3,4,2
56,"Urban","Male",73636,"$50,000 to $74,999",1,1,1
18,"Urban","Female",69240,"$50,000 to $74,999",3,2,2
66,"Suburban","Female",65444,"$50,000 to $74,999",2,4,3
60,"Urban","Male",74824,"$50,000 to $74,999",1,1,1
42,"Suburban","Female",67552,"$50,000 to $74,999",3,4,3
32,"Suburban","Male",70524,"$50,000 to $74,999",3,4,2
49,"Urban","Male",68558,"$50,000 to $74,999",1,1,1
43,"Suburban","Male",69012,"$50,000 to $74,999",1,4,1
33,"Rural","Male",66452,"$50,000 to $74,999",3,3,2
42,"Rural","Male",73824,"$50,000 to $74,999",1,3,1
26,"Urban","Female",73356,"$50,000 to $74,999",3,2,2
33,"Urban","Female",74896,"$50,000 to $74,999",3,2,1
68,"Urban","Male",73756,"$50,000 to $74,999",1,1,1
58,"Urban","Female",68950,"$50,000 to $74,999",3,2,1
24,"Urban","Male",69916,"$50,000 to $74,999",3,1,4
31,"Suburban","Male",66260,"$50,000 to $74,999",3,4,2
36,"Urban","Male",66762,"$50,000 to $74,999",3,1,4
36,"Suburban","Female",66598,"$50,000 to $74,999",3,4,2
19,"Urban","Female",54962,"$50,000 to $74,999",4,2,3
58,"Urban","Female",71032,"$50,000 to $74,999",2,2,1
32,"Urban","Female",66406,"$50,000 to $74,999",3,2,2
20,"Urban","Male",71356,"$50,000 to $74,999",3,1,4
28,"Urban","Female",65372,"$50,000 to $74,999",3,2,2
70,"Urban","Female",69244,"$50,000 to $74,999",2,2,1
63,"Urban","Female",65996,"$50,000 to $74,999",2,2,1
47,"Urban","Female",65068,"$50,000 to $74,999",3,2,1
57,"Urban","Female",65332,"$50,000 to $74,999",2,2,1
35,"Urban","Male",74100,"$50,000 to $74,999",3,1,4
68,"Urban","Male",65204,"$50,000 to $74,999",1,1,3
65,"Urban","Male",70438,"$50,000 to $74,999",1,1,1
19,"Rural","Male",65544,"$50,000 to $74,999",3,3,2
39,"Urban","Female",72234,"$50,000 to $74,999",3,2,2
29,"Urban","Female",72364,"$50,000 to $74,999",3,2,2
64,"Suburban","Male",65416,"$50,000 to $74,999",1,4,3
57,"Urban","Male",73682,"$50,000 to $74,999",1,1,1
53,"Urban","Male",64942,"$50,000 to $74,999",1,1,3
45,"Urban","Female",70386,"$50,000 to $74,999",3,2,1
69,"Suburban","Male",70540,"$50,000 to $74,999",1,4,3
62,"Urban","Male",69074,"$50,000 to $74,999",1,1,1
19,"Urban","Male",69962,"$50,000 to $74,999",3,1,4
30,"Suburban","Female",74336,"$50,000 to $74,999",3,4,2
46,"Urban","Female",74306,"$50,000 to $74,999",3,2,1
46,"Suburban","Female",70626,"$50,000 to $74,999",3,4,2
20,"Urban","Female",74204,"$50,000 to $74,999",3,2,2
31,"Urban","Female",74860,"$50,000 to $74,999",3,2,2
57,"Urban","Female",69394,"$50,000 to $74,999",3,2,1
21,"Rural","Male",66004,"$50,000 to $74,999",3,3,2
69,"Urban","Male",71008,"$50,000 to $74,999",1,1,1
28,"Rural","Female",73686,"$50,000 to $74,999",3,3,2
60,"Urban","Male",66458,"$50,000 to $74,999",1,1,3
49,"Urban","Male",65534,"$50,000 to $74,999",1,1,4
47,"Urban","Male",72800,"$50,000 to $74,999",1,1,4
60,"Urban","Female",51612,"$50,000 to $74,999",4,2,3
66,"Urban","Male",65632,"$50,000 to $74,999",1,1,3
26,"Urban","Male",72454,"$50,000 to $74,999",3,1,4
48,"Urban","Female",69456,"$50,000 to $74,999",3,2,1
51,"Suburban","Male",65916,"$50,000 to $74,999",1,4,3
32,"Urban","Male",69416,"$50,000 to $74,999",3,1,4
65,"Urban","Male",70682,"$50,000 to $74,999",1,1,1
53,"Urban","Female",67124,"$50,000 to $74,999",2,2,1
25,"Suburban","Female",66942,"$50,000 to $74,999",3,4,2
54,"Urban","Male",74136,"$50,000 to $74,999",1,1,1
49,"Urban","Female",71654,"$50,000 to $74,999",3,2,1
69,"Urban","Female",70046,"$50,000 to $74,999",2,2,1
52,"Urban","Male",69198,"$50,000 to $74,999",1,1,1
54,"Rural","Female",73528,"$50,000 to $74,999",2,3,1
36,"Urban","Male",74708,"$50,000 to $74,999",3,1,4
46,"Urban","Female",71924,"$50,000 to $74,999",2,2,1
24,"Urban","Male",71384,"$50,000 to $74,999",3,1,4
45,"Urban","Female",67514,"$50,000 to $74,999",3,2,2
45,"Urban","Male",72406,"$50,000 to $74,999",1,1,4
23,"Urban","Female",68152,"$50,000 to $74,999",3,2,2
33,"Suburban","Female",74178,"$50,000 to $74,999",3,4,2
40,"Suburban","Male",68088,"$50,000 to $74,999",1,4,2
48,"Suburban","Female",66184,"$50,000 to $74,999",3,4,3
20,"Rural","Male",71682,"$50,000 to $74,999",3,3,2
38,"Suburban","Female",74480,"$50,000 to $74,999",3,4,2
70,"Urban","Male",65934,"$50,000 to $74,999",1,1,3
59,"Rural","Male",71588,"$50,000 to $74,999",1,3,1
29,"Suburban","Female",68446,"$50,000 to $74,999",3,4,2
59,"Urban","Male",67030,"$50,000 to $74,999",1,1,3
30,"Rural","Male",65284,"$50,000 to $74,999",3,3,2
25,"Suburban","Male",71504,"$50,000 to $74,999",3,4,2
62,"Urban","Male",74358,"$50,000 to $74,999",1,1,1
19,"Urban","Male",69532,"$50,000 to $74,999",3,1,4
27,"Urban","Male",72198,"$50,000 to $74,999",3,1,4
28,"Rural","Male",67362,"$50,000 to $74,999",3,3,2
19,"Suburban","Female",74578,"$50,000 to $74,999",3,4,2
